ReferenceSignature,QuestionedSignature,Centroids,Transitions,Ratios,BlackPixels,Normalized,Angles,NormalizedBlacks
R001,Q043,126.2339098657726,500.7903753068743,145.92558950337363,9380.308310498114,3331.261282869281,118.75800340396985,2.832506242178832
R001,Q044,122.51530516633422,586.2567696837283,176.686359206833,13308.46610244772,1820.9751111347446,120.91956521093283,2.6803001725819984
R001,Q045,165.26947691573298,675.122951765084,183.45831951958024,14239.120864716333,8763.652416520143,147.66084023204925,3.9194035332425075
R001,Q046,127.42841127472319,706.3476481167046,193.3029181297273,13762.528074449112,2152.4920871126774,189.29667370662855,3.785195489479716
R001,Q047,163.40746616969494,818.0519543403096,255.09614850911737,21652.198387230797,14301.98551083187,151.42034362724212,3.614047369042653
R001,Q048,185.78213046469244,631.928002228102,180.69802216201646,11126.733348112553,34726.6113676544,139.57395354000445,2.571951212005903
R001,Q049,94.10100955887773,1056.8358434496815,194.325867024366,18263.410305854708,2180.385706655607,128.3236377045275,3.5428136243966937
R001,Q050,144.1596337398233,776.9150532715915,209.9654422906299,13838.306832846278,4322.738041583219,128.47457231741646,3.425800989626287
R001,Q051,78.65112840894274,432.11803942904305,147.52241125931107,8775.54408569634,4071.6470012315044,100.14074654778842,2.432052680451249
R001,Q052,89.94442728707543,305.67629937566306,109.25239145419407,6289.842843823683,2317.4027622576396,67.81228628030208,1.814665838159811
R001,Q053,166.99101772251106,555.6680663849597,180.7823618736875,10154.186821208285,7567.773468229069,149.77825340061287,3.267243525776099
R001,Q054,52.028838157314254,527.705410243253,173.98923553450035,12947.217152732088,1629.2634820938983,111.46957261686453,2.614838408930557
R001,Q055,83.3186653757728,588.6085286504095,174.39421033271935,13535.50612278684,1790.0148648748807,155.9400738671207,3.56533242452749
R001,Q056,66.20422947214173,586.5296241452771,191.6731186907958,13137.427982676061,1664.6377794776386,140.37016964102827,3.006123272908321
R001,Q057,286.3302289315608,630.6235009892987,187.0154928362183,11692.634177121938,1866.7505085615414,167.53529507521662,3.4507976571888888
R001,Q058,64.03905058634146,656.2194754805743,188.77110722915515,12858.196607611815,1824.2872412822285,127.16439034180068,3.2448698450000952
R001,Q059,197.39554199626699,679.4600797692239,202.4604604149961,10571.520704231723,1898.4257424312198,204.03659616987247,4.027757765974222
R001,Q060,204.99512189318068,487.64331226830126,183.03763726927005,9303.833403495571,1642.8020983224283,152.99251400007446,3.59975428457011
R001,Q061,336.8115199930074,809.0593303336907,179.53447024230192,23848.473263502634,264098.30092160765,117.99720856745613,2.803228120051743
R001,Q063,81.77407902263406,627.3938157170502,174.849724717771,14058.58965188187,1438.2383072202028,115.00362327881177,2.9639278292481412
R001,Q064,68.1395626636978,530.9689256444298,186.45799599516587,9777.855951076392,2587.6948631800205,142.91266894649152,3.636156491587696
R001,Q065,447.9787941409727,633.6797298320344,196.7689703741563,11929.8410718668,2034.883002035766,147.81632756269693,3.8255065359876803
R001,Q066,42.96510211788167,367.877697067925,99.75633079438163,6110.396222832035,1393.3846339615754,77.24390138314695,1.6959303178882912
R001,Q067,163.01533670179626,610.6005240744557,192.62867275059483,11210.587228151788,6719.345979308122,136.8988505420777,3.19883307103206
R001,Q068,183.59193882085347,739.648565198365,224.39837384002453,13068.273719202549,3790.3914758903584,147.84266760321734,4.07671990682509
R001,Q069,192.30704615276062,829.751167519516,174.77243436591334,16107.453243762653,28959.14876590232,195.29786235423853,4.069983191143461
R001,Q070,98.1936861514018,550.7204372456138,298.4792083959994,10194.000147145378,11093.664535059006,144.50580760128977,3.2686612094937693
R001,Q071,190.730175903028,550.3716925860195,702.8624593240345,20636.220753810518,17271.46762471708,168.69886518896024,3.273122142672727
R001,Q072,98.24459272652109,645.2332911435986,179.76022677844108,12610.02791432279,8559.816074434413,129.3981232281039,3.5157316192928403
R001,Q073,131.18688958886096,538.1486783408466,182.4948539375591,10410.338226974183,31348.224630043293,128.3957579474706,3.8090054788694463
R001,Q074,111.38671374989029,425.3610231321154,183.14126802878798,7831.981358506926,1603.185688038212,109.39971972732404,2.2865014581586203
R001,Q075,62.94441992742486,425.9283977383992,165.38214825771988,9369.55799384368,1946.329025201257,113.16754915976261,2.681963148441215
R001,Q076,241.25090673404733,710.1647696133623,180.45311703622943,13047.114700193297,2189.4262719576,147.40192942891173,3.3010844619019544
R001,Q077,111.75419455215092,564.3881642982957,137.11676039147835,15386.94960022941,1290.772609985398,132.02351164966038,3.4802599223650836
R001,Q078,125.41132325272706,563.6594716670695,174.24193256738388,11291.67494218639,2999.9200766042104,143.7570948395223,3.2874433607682265
R001,Q079,116.0344776348823,674.9599988147446,172.93831017384161,10430.68190484208,1588.7775626576404,93.25854023954422,2.9422269689938885
R001,Q080,96.35351576356723,608.9269250082476,164.67661387809534,8362.770175007801,1583.093524553803,91.48137564389637,2.5901490759746175
R001,Q081,96.46761114488116,761.1116869421991,176.17224602001554,13214.192710869627,5840.894537606235,190.63423830100498,3.797051179001384
R001,Q082,106.49413129370087,643.0948608098187,192.62859065933802,13526.494076441242,3103.7023938157686,145.37542649599163,2.9339170326664386
R001,Q083,217.846276075585,896.8277426574181,199.78772905253274,16585.40201502514,2248.4371779859644,229.86648477714442,4.895457984762501
R001,Q084,230.3931422590525,601.1813370356734,189.81966224203063,19955.098371093038,2669.407734996306,117.53043377424656,2.7816419838042346
R001,Q085,65.86349520030045,509.09920447786993,169.3970118416429,8859.002257590862,2285.7538273522514,107.49958671039137,2.5416055859583615
R001,Q086,139.79628035108803,571.7088419816506,179.98685158052282,9575.414560216179,2095.054386127955,170.77757793748808,4.008833721908571
R001,Q087,220.7759044823506,619.9096708392279,136.77260643176993,10500.750544603943,13063.889577358801,123.76688554477032,3.2838143347353594
R001,Q088,140.4421589124861,614.9861787064812,85.43086238777767,10558.75196223493,1912.8236222866765,134.06707100006895,3.3929871092486144
R001,Q089,79.47955712005447,701.7463929369355,179.12400583441854,13313.798894380221,1751.0059798122622,140.279329922562,3.719400078764079
R001,Q090,178.32834883999794,694.3457352068924,160.11484209076824,9954.302386405589,4161.187590958556,151.17312566363663,3.526094485220579
R001,Q091,107.60111523585617,455.8431747871191,91.63414744853898,12735.691225842436,4091.2756002788124,144.8076459754684,3.107804324541137
R001,Q092,184.1982627496796,557.609182133867,192.372345019135,15448.075640674471,1625.9343955064437,109.78337256873354,2.6658054921624537
R001,Q093,108.65081684000356,426.21238836992995,167.12665790527808,8901.528351918001,1434.8280766932717,110.99779081567318,3.052660015601147
R001,Q094,320.2514636968893,1039.8822048674551,191.07789346457895,41274.84313719436,2489.4506672849075,181.87958236334023,3.909437021243162
R001,Q095,77.21398836998384,444.7055205414028,170.69575313397706,11681.049139525097,2040.2191507768796,132.47500068220697,3.719639899239316
R001,Q096,96.36908217888141,461.9437195157003,181.98699152208948,8484.219351242635,20630.564937144445,140.62477545736238,2.913942820170684
R001,Q097,119.99166637729472,762.9973787635184,1276.7215974609958,14497.403388193348,30412.290891400782,129.16747634043304,3.584529142457676
R001,Q098,169.23947530053383,581.1901582098582,362.5261512949785,14750.777098173507,2985.3288072727933,143.95445642219696,2.8423094624517162
R001,Q099,79.78721702127478,753.0584306678998,173.02140809721297,13342.191686525868,1859.2706723384276,141.62422480809332,3.4930838316930806
R001,Q100,161.96913286178943,695.2431229433341,159.909303450901,12499.005120408585,90148.03875750586,201.58884881290442,3.775700769371534
R001,Q021,198.07574308834486,726.5156570921235,299.55014867660776,13919.578441892556,1860.211950629165,141.3028517170435,3.5140446605040636
R001,Q022,66.0,713.8375165259948,185.257965423831,12945.98733198824,2329.26898412015,155.074213178052,3.1439821437827984
R001,Q023,302.0562861454799,660.5777774039935,164.37046337049574,11133.72915963021,1619.1139577477118,136.46559307678865,2.668463189718899
R001,Q024,148.34756486036432,635.961476820727,66.10405827882462,11859.690974051558,27612.426525125447,128.34730479391868,3.2058671144474564
R001,Q025,245.55040215809055,653.9533622514682,588.6234328361896,11637.625788793865,4461.044147737545,144.6275268979953,3.4114425254276215
R001,Q026,166.2828914831589,842.1460680903284,192.84060769247822,18111.078267182216,1675.3440232887358,149.51317187879775,3.473168967654284
R001,Q027,220.04999431947277,1006.9995034755478,232.502704430399,19182.764295064462,4764.064137805165,195.33268171530517,4.257438801775164
R001,Q028,187.52333188166213,653.4095193674484,181.47891828027483,14224.428037710339,1609.899054995934,169.91201150807322,3.51549050464779
R001,Q029,183.85592185186746,798.691429777483,202.62042191341294,14085.162867357978,2094.4013887521073,157.44716194445465,3.3426438396933755
R001,Q030,158.0063289871643,629.121609865692,184.14419908719492,13694.445771917899,2016.7982023872482,116.92472557458512,3.109561585525436
R001,Q031,212.33464154489724,560.9367165732691,183.74430407461435,10523.187492390316,1543.5317878005028,147.34619916940918,3.375072672674767
R001,Q032,130.57181931795236,645.4850889060103,159.50458382404727,15033.157086919568,1880.714460103777,119.64162097332655,3.0895322234642886
R001,Q033,260.24795868555816,797.240866990648,187.06505590128003,12724.248465037139,3675.8381382593893,199.12607990924573,3.968542337415712
R001,Q034,97.03607576566563,727.1093452844627,172.58144611573212,12296.275736986383,1670.903431208608,184.0429439304349,3.54835467153209
R001,Q035,131.33925536563697,664.8180202130504,188.73708355953883,13355.567940001652,3485.1554391671266,148.73007149505037,3.4019981101048646
R001,Q036,175.65022060902743,561.8478441713557,154.14876955354507,9019.5347440985,7328.449744333107,130.1303742585041,3.0699429861368617
R001,Q037,111.0810514894417,563.0799232791026,189.08890849405645,9011.78034574745,1962.0213888976666,142.8584742955394,2.749405852598645
R001,Q038,101.02474944289642,548.2818618192654,163.33689196483155,9487.802221800368,2056.3068081289207,123.13216676520382,3.105207877490257
R001,Q039,46.119410230400824,655.8803244495142,187.33789516772475,11933.14376013295,1700.928710729801,105.22673915795622,2.5706648626452333
R001,Q040,173.2224003990246,546.7723475085403,171.84213165813776,9341.686571492324,1713.657964435029,97.42852212024187,2.9007395580706326
R002,Q020,123.08533625091171,831.8329159152095,113.99124690755824,20415.326154631966,4197.3812237721695,182.0256817507266,4.20338841261676
R002,Q041,88.57764955111419,592.4761598579305,66.85852269261824,11131.9615072996,1884.1492699978833,131.53037448617638,3.188594427986716
R002,Q062,169.00887550658396,518.175645896254,58.73845346553342,11123.191043940584,25214.688934087295,131.55536538401648,2.43417944412199
R002,Q001,108.08792717042917,725.6314491530808,94.10633438284403,17288.915813318083,2739.9822336609172,142.11635183863504,3.709476148002244
R002,Q002,78.62569554541314,616.4284224465968,86.28165092126673,14265.24644021266,13527.89019801092,111.9479222843972,3.4591310013566314
R002,Q003,190.03946958461023,800.5772917089267,119.99505620699304,17362.627825303403,2793.379039778759,165.9808450590456,3.5813404734432894
R002,Q004,127.00393694685216,695.6651493355118,87.64018170180125,14323.151608497343,7512.579256087484,142.3455346924004,3.719500904923914
R002,Q005,105.42770034483347,457.9159311489392,51.850944793782325,9295.669744563864,23691.623229737637,141.65846166839515,3.3220441263753657
R002,Q006,189.10843450253614,564.6565327701434,86.30069561441915,13104.999809233115,3230.696933966886,165.60055226943132,3.375064117016238
R002,Q007,81.54140052758476,541.152473892525,65.67200980476504,11109.883887782085,1941.4869365134887,121.60031331845643,3.162097371901769
R002,Q008,180.94750620000266,621.2801300540683,85.84295495372305,13924.825528529971,7967.844869581976,154.13898806344756,3.4422482409246222
R002,Q009,22.715633383201094,630.3054814929028,242.06109341326265,12439.366824722229,3616.537969598065,105.62646460027099,2.802587649366774
R002,Q010,127.74192733789482,570.5146799163016,296.81200085251976,13727.257919919768,4043.0730233701292,164.8985720031753,3.510397708871348
R002,Q011,132.4009063413087,732.3305264701179,72.97276016194301,14276.72514969732,3826.885791993037,176.42793018448214,3.9876809444178587
R002,Q012,127.69103335786738,649.1902648684744,173.69135129080468,16660.701515842604,76244.64690992,130.64449345202613,3.051526087906352
R002,Q013,104.18253212511203,496.67091720776244,59.06476659092425,8826.260249958643,1409.2435034620837,139.87844919660813,2.9979400310961206
R002,Q014,110.82418508610834,641.8473338730947,82.79587263126696,15247.33511142193,1541.7801822038093,133.05772875704284,3.2960226600405287
R002,Q015,110.1544370418187,483.7954113052335,38.94822988892352,14578.713180524543,1475.9451004725033,142.1155855134383,3.211726617922501
R002,Q016,168.6594201341864,893.6582120699165,96.56693220878877,18715.634854313652,1882.1943720260056,185.03224500057337,3.6330763907723664
R002,Q017,34.61213659975356,504.7583580288691,80.80217915046282,10112.017800617245,3338.752300744328,140.35041168724968,3.1255181795199087
R002,Q018,147.57032221961163,573.0462459522792,67.16925753865962,11463.392953222881,1476.1538337012441,122.46183974781233,3.2428192806416485
R002,Q019,213.976634238414,645.1449449542328,48.1868397509761,14070.81696277796,1616.5394448295806,149.4548521391019,3.8179176103505195
R002,Q042,200.90047287151916,604.4162472998223,127.92437996610573,13916.97578499007,6130.311387358517,128.57367896457967,3.2489308130976196
R002,Q043,133.57020625873122,465.61249983221023,40.74368932776572,9374.699781859683,3181.971688648873,119.83138602940542,2.8536591229847064
R002,Q044,96.32237538599222,589.6125846689503,71.86798634308182,14089.289194278042,1766.74052186049,128.64334152674147,2.6652916714776835
R002,Q045,171.91276857755506,693.7110349417833,83.98158701988649,17460.298708785023,8741.88673615899,147.53332447318508,3.6798843053902854
R002,Q046,135.30705820466278,776.5983517881042,95.96896337310675,16400.504352000888,2005.1445459000756,189.70149251794166,3.509862029514547
R002,Q047,148.5260919838666,796.0320345312743,189.5320475122897,21608.037046432513,14226.061876987744,174.43493243811574,3.842401802463609
R002,Q048,194.21379971567416,674.7925607177365,90.59318992681268,13286.996462707439,34738.27580331321,135.09222975315126,2.555618013607931
R002,Q049,109.78615577567146,1102.5143989989429,104.36762158371789,20083.561935075162,2067.943528121235,143.42697637063426,3.8420322987671525
R002,Q050,146.22585270737866,782.9923371272544,126.52333326858918,15721.335312243677,4284.309506661182,134.73396486049631,3.3191939971189335
R002,Q051,56.444663166680336,434.10597784412045,49.49370689605575,8135.201042383648,4098.457652169232,128.88318398411482,2.4550802927925126
R002,Q052,95.69743988216194,394.2080668885405,14.964916280015652,7024.586322339558,2113.6039836168043,88.89499288388996,2.3488430339905535
R002,Q053,154.0519392932137,549.6444305184943,97.40032433300115,10946.707724242939,7563.154112903288,155.5348099884466,3.433936215520152
R002,Q054,79.11384202527394,525.9020821407727,67.88333529594648,11372.896904483045,1542.0954380505789,103.72566497582739,2.4275870331289835
R002,Q055,70.46985170979147,573.7612743990309,72.3888513707409,12589.855598854183,1619.0238968356955,147.539549531115,3.058930504073493
R002,Q056,73.10950690573696,592.0988093215524,90.27869218270611,13854.565601273827,1539.9867018678997,119.60329603707848,3.2648218179938127
R002,Q057,289.4805692961101,657.2275100754684,83.68430175070644,13892.253596879089,1759.1430247011442,143.7151620975066,3.236944715734847
R002,Q058,69.60603422117941,686.5726472850488,91.3626649961198,14242.02899870661,1708.154569072156,163.83564292117015,3.335579895159419
R002,Q059,177.72169254201918,717.8913566828898,120.46300827092472,11643.905444480388,1824.7378771779001,187.6891490704761,3.7051790468875674
R002,Q060,213.63286264055913,488.6020875927568,86.060647628477,9896.935788414514,1533.027042664375,157.69084619548534,3.4072522282638538
R002,Q061,310.48993542464467,830.7135487037634,77.39507223526877,22292.23638399701,264107.36052887735,135.58563704178277,3.01734683233657
R002,Q063,100.11493395093461,688.3160611230861,75.58856739682557,14493.892058381007,1296.0080383432135,136.97848717189598,3.295093139497878
R002,Q064,43.116122274620196,523.1290471766981,103.7683961361775,11191.413449605014,2684.34273236205,150.94892910244457,3.4887023754281157
R002,Q065,447.10065980716246,629.1073040428,101.326686286673,13635.197688335875,1931.0717858362107,141.401560331453,3.7552770913564757
R002,Q066,53.59104402789705,371.1549541633521,37.4631787187,7661.212697739177,1279.1026650893355,105.74786398104301,2.727963873568079
R002,Q067,162.22207001514928,599.8208065747637,90.73472994266513,12820.55646218213,6691.441348474933,133.9126799625209,3.4117701581327435
R002,Q068,188.01595676963166,731.5750132419778,149.13046595771536,14318.902262394278,3742.2092554846063,167.1759053146514,3.935080770897305
R002,Q069,165.03332996701,759.1607207963278,81.71892697382484,16112.373692290035,29895.83387658204,190.62794474007404,3.6280767893720705
R002,Q070,122.41731903615599,526.0693870583993,256.82537675075923,11283.766436788737,11074.465016130516,152.8546972880783,3.1307482010750394
R002,Q071,186.54222042208033,545.8855191338198,682.6080558552236,18066.37155048019,17262.679833105576,178.68125176575745,3.2868183285480317
R002,Q072,111.6870628139177,595.2646470268497,102.56626489084628,14941.305967016404,8580.085794278766,153.3630770178185,3.79755548843657
R002,Q073,145.12063946937388,557.8637826566625,84.01744405440628,10908.721923305222,31345.284367985867,133.67474581378818,3.6263185686804125
R002,Q074,108.04165863221463,412.24507274193104,77.87225546705062,9451.613195640202,1511.733322139182,102.32399470905239,2.645754016484685
R002,Q075,37.22902093797257,461.9426371314949,84.42095842436423,8317.735449026977,2123.8566543410775,124.56079234307238,2.4947007414910947
R002,Q076,247.1234509309062,739.7756416644171,81.92335960359085,15482.715201152541,2045.6043099097471,154.39490859348356,3.4960914078958645
R002,Q077,92.89241088485109,509.3152265542431,40.37233318073386,13494.996109669688,1424.6398160499862,129.07371090267017,3.190681444421224
R002,Q078,143.92359083902818,585.2076554523189,79.06433269224848,13629.068676912593,2804.6951579478377,130.56793717256423,3.124121154120385
R002,Q079,140.47775624631822,700.5433605423722,68.71713514472228,11965.64168776585,1347.795062128317,92.84872101813173,3.289196685859293
R002,Q080,117.7879450538127,577.8823409657022,58.77738404491497,9997.211961342022,962.7412176608733,108.49881792349956,3.1735062215652494
R002,Q081,78.4729252672538,708.1602925891849,77.44052412243238,14344.566741453016,6927.237770802172,200.65318026357514,3.8170193071659075
R002,Q082,108.6416126537157,668.0651165866992,90.91665341643046,14970.40674130132,2906.7521741525757,126.13277674993266,3.182191493790116
R002,Q083,213.42211694198895,922.7599904633923,102.03008709899086,17695.647770002655,2148.6748987832734,233.05709020688937,4.580660121417849
R002,Q084,201.9232527471762,584.0282527412522,95.29690517073251,18355.233340930317,2616.7944321488812,143.03103394277395,2.8572196371627805
R002,Q085,90.39911503991618,490.40391515566023,65.46048401642524,11127.99725916573,2219.618507594334,138.87958789677657,2.715477429845232
R002,Q086,147.42794850366738,569.8289216949241,95.31718097055732,11639.109931605595,1999.067318977684,180.18120132634544,3.5146528097287173
R002,Q087,230.3822909860912,647.0533208322171,42.64698253422111,13376.730691764711,13285.809809248854,119.32159692254186,3.3213107309875745
R002,Q088,137.99275343292487,638.8974878648373,119.74614741874737,11506.215407335289,2443.100196321136,137.39102663221053,3.229604057265877
R002,Q089,102.84454287904633,735.5188644759562,81.09300639773292,15653.78538884445,1641.644301198267,135.6321557827346,3.7419616470728565
R002,Q090,191.87235340194272,699.5141170841372,64.6505648130407,12283.96068049715,4102.668999287877,154.23357833424814,3.3713839387402746
R002,Q091,129.80754985747168,474.806276285392,50.12662941398921,15758.15011351269,4152.471304271939,169.46515645879077,3.4891639666877774
R002,Q092,186.1209284309532,597.1884124796796,89.78951136372584,15380.198535779698,1340.1556981851666,138.85366551664237,3.0969417014689125
R002,Q093,80.45495634204272,438.0559325017754,66.43008647131582,8949.971117271833,1441.142398530301,141.4728164808613,3.163689711481132
R002,Q094,306.15192307088324,1067.092779471401,92.56192959143452,39631.39823422838,2417.114778857523,170.55518428873845,3.983989804487573
R002,Q095,82.86132994346639,443.1105956756169,92.48840219068698,14357.056557665293,2067.736701189662,128.1219618606829,3.3841885593003735
R002,Q096,109.16501271011697,431.46958177836825,110.1891100104523,10426.590430241326,20633.815318507546,138.0153468603039,2.7720568507604795
R002,Q097,101.7152889196113,723.7465025822232,1345.9154922228997,16963.325469966083,30688.95842893713,150.55364145471955,3.2525949184417904
R002,Q098,172.67889274604468,557.0188506684491,324.8839816999217,13215.465599062334,2942.7171865278406,152.56524535341188,2.8691980755862674
R002,Q099,106.310864919819,779.231031209615,82.05292776169819,15387.844455933391,1768.3572662380882,131.21801790248807,3.783006945498111
R002,Q100,167.33798134314875,739.1569522097456,70.70275436248569,14931.357372991914,90144.6289343526,175.9281322359391,3.4813947834677217
R002,Q021,174.43050191981905,678.826192776914,353.7767118527112,13763.59793077377,1733.3217410785603,123.2186944458816,3.1114361322403314
R002,Q022,85.45174076635303,742.195392063303,93.31444620078649,13018.381389404753,2251.145193387,154.3371748488138,2.936025331882166
R002,Q023,299.0685540139585,690.8118412418826,65.62490421339065,12327.498326911264,1507.4210709555034,134.39401699026976,2.4446124726136516
R002,Q024,126.20221868097248,664.9338312945131,101.4094228824327,13639.48239487115,28578.462062454248,133.7552799411956,3.2162601174066565
R002,Q025,251.2747500247488,680.560798165748,567.4630459987917,13992.293593260541,4413.604931027263,164.66587577094515,3.5220238427987325
R002,Q026,177.3809459891338,856.9118974550418,93.7465690220539,17205.479592269436,1564.4973996129131,137.21825584584215,3.4774362338656415
R002,Q027,219.87723847638253,1037.9730246976555,160.14206467051113,21380.753588215735,4529.103058720713,227.6749920153102,4.093046544545656
R002,Q028,200.07248686413632,657.4511388688896,77.81131847835518,17189.437774400885,1519.4163272996757,146.77356920563912,3.1334680960528303
R002,Q029,192.5123372669918,769.9402574226133,120.53439079854921,16931.117476410116,2010.4702056582412,181.66625870905096,3.210438869818642
R002,Q030,164.01829166285083,705.8710930474488,92.41837300344773,15935.792763461754,1874.503154125978,130.90409316709543,3.5816948878458352
R002,Q031,221.36395370520466,554.6007573020433,130.55117496795202,12786.806755402225,1495.9638026726984,143.5201284210496,3.4027110252196615
R002,Q032,139.75335416368367,680.1668912847787,64.315933767365,17981.749358724806,1714.142241567769,122.42474333683494,3.576175748952618
R002,Q033,231.54913085563504,827.9969806708234,91.30834552753538,15171.605551160364,3613.892684772564,192.74460037351906,3.6404738566587698
R002,Q034,90.23303164584463,749.8706555133358,76.0423190308868,15094.173213528458,1505.7796820566955,177.62443177392635,3.5742711987695484
R002,Q035,137.7461433216916,662.4235804981583,91.32328836288858,15403.654404069184,3299.010590915394,134.1920808637631,3.616753558830021
R002,Q036,179.36833611315015,535.3643619069167,53.850340520378005,11032.323735278982,7293.906984075345,124.22728916259274,3.2125512663585436
R002,Q037,120.23726543796644,527.4703783152188,109.32211345832582,8837.291157362644,1865.2818330743119,141.58420879483893,2.6953167352474563
R002,Q038,123.68508398347798,484.5255411224469,62.49915097296662,10628.517064953136,2016.8218934210634,123.93198859014983,3.1828597999613235
R002,Q039,60.22457969965419,692.0989813603254,84.36091655072208,12604.14035148768,1360.9250567718886,123.36732180571681,3.0998447169142924
R002,Q040,174.13787640832192,554.6061665722804,68.68312399590225,10848.01493361804,1533.6325933709447,132.96478301536033,3.3746199951318028
R003,Q020,187.31524230558495,750.9700393491074,79.15232430215165,16668.00962922688,3894.7234549624454,161.0288347315178,3.8403592072630257
R003,Q041,92.3417565351667,465.3665222166287,28.699752369108683,7401.614148278739,2931.4155833975265,82.94954952041583,2.0022783836064066
R003,Q062,241.57607497432357,733.3662113841897,40.13917311287266,15985.050891379733,25202.28358979924,160.35438731478843,3.7652528379468326
R003,Q001,172.14528747543454,537.3164802981572,45.18633196964503,12597.58004538967,2256.6135429669284,131.10888337437265,2.5380455481190385
R003,Q002,133.07516672918354,554.07039263978,39.51615659383382,12740.897731321762,13443.264670021217,98.33645176442256,2.8149542378011874
R003,Q003,257.82552239838475,703.6391120453723,86.51620243821098,11379.516158431341,2540.8556525288013,146.98450105516883,2.7754571223076683
R003,Q004,177.4739417492044,503.8908611991291,34.759154690459376,9803.903151296427,7472.8482255309755,72.89515413944201,2.2825140122711427
R003,Q005,154.25303886795876,647.5793387686176,45.83143002661341,12963.164621341502,23648.29496278406,148.1034305626313,3.688397748441087
R003,Q006,261.21829951211305,620.8953212901512,66.9266477917526,9240.438030742915,3001.251131269424,151.89631791579893,3.3771388718996675
R003,Q007,106.72394295564608,519.3958028324835,24.64300812272213,7326.480123497231,1146.533975716945,103.8944705127226,2.167077773866842
R003,Q008,249.66978191202875,559.321910888533,41.72972400978661,11488.897031482178,7821.042863671226,144.48652536759593,3.696123105622641
R003,Q009,64.53681120105021,892.9350480298106,294.2975487346396,16862.883798449184,3710.9866381375855,108.82217628336365,3.3679118789998936
R003,Q010,159.7466744567786,491.86481882728714,286.64030161996385,8223.948990600562,3754.782836403951,130.43618297957778,2.797714185595098
R003,Q011,215.17202420389134,626.6338643897247,96.05525952807336,9923.138817934576,3387.9792243226434,144.26722461296524,3.486385777876374
R003,Q012,191.2955828031583,986.9275555986873,221.7552089640799,22099.6799524337,76792.3870616885,137.05033824953196,3.6686267348848878
R003,Q013,186.48592440181645,650.5505360846304,45.41743593284497,10481.413597411372,546.9807036524745,116.92309922282462,3.4887504523402577
R003,Q014,161.86105152259452,564.7707499508097,35.6907471188415,11931.99476198343,464.30924394507065,108.17554298503964,2.3065381732502135
